SUBJECT,RELATION,OBJECT,SCORE
840,similarTo,585,0.832046332046332
840,similarTo,868,0.944015444015444
840,similarTo,337,0.7857142857142857
840,similarTo,387,0.5916988416988417
840,similarTo,708,0.6920849420849421
840,similarTo,739,0.640926640926641
840,similarTo,679,0.640926640926641
840,similarTo,86,0.640926640926641
840,similarTo,134,0.7123552123552124
840,similarTo,541,0.8687258687258688
840,similarTo,177,0.640926640926641
840,similarTo,389,0.611003861003861
840,similarTo,884,0.8793436293436293
840,similarTo,449,0.9613899613899614
840,similarTo,832,0.9575289575289575
840,similarTo,857,0.9565637065637066
840,similarTo,916,0.8194980694980695
840,similarTo,408,0.888996138996139
840,similarTo,30,0.7277992277992278
840,similarTo,254,0.611003861003861
840,similarTo,778,0.747104247104247
840,similarTo,830,0.9343629343629344
840,similarTo,531,0.6766409266409267
840,similarTo,128,0.6583011583011583
840,similarTo,359,0.8494208494208494
840,similarTo,821,0.8696911196911197
840,similarTo,312,0.8745173745173745
840,similarTo,119,0.5125482625482626
840,similarTo,473,0.86003861003861
840,similarTo,102,0.8996138996138996
840,similarTo,592,0.5762548262548263
840,similarTo,849,0.9594594594594594
840,similarTo,442,0.9073359073359073
840,similarTo,904,0.9845559845559846
840,similarTo,534,0.5762548262548263
840,similarTo,394,0.8745173745173745
840,similarTo,317,0.6920849420849421
840,similarTo,429,0.6235521235521235
840,similarTo,105,0.5762548262548263
840,similarTo,155,0.8494208494208494
840,similarTo,192,0.7886100386100386
840,similarTo,492,0.833011583011583
840,similarTo,764,0.6351351351351351
840,similarTo,488,0.5762548262548263
840,similarTo,50,0.7847490347490348
840,similarTo,717,0.8127413127413128
840,similarTo,809,0.9555984555984556
840,similarTo,186,0.9063706563706564
840,similarTo,448,0.7567567567567568
840,similarTo,68,0.9276061776061776
840,similarTo,804,0.9305019305019305
840,similarTo,306,0.6351351351351351
840,similarTo,574,0.8494208494208494
840,similarTo,20,0.6351351351351351
840,similarTo,734,0.7123552123552124
840,similarTo,896,0.747104247104247
840,similarTo,905,0.972007722007722
840,similarTo,166,0.6071428571428571
840,similarTo,729,0.5945945945945946
840,similarTo,41,0.5453667953667953
840,similarTo,85,0.6920849420849421
840,similarTo,249,0.6766409266409267
840,similarTo,839,0.9768339768339769
840,similarTo,524,0.6766409266409267
840,similarTo,355,0.5743243243243243
840,similarTo,953,0.6235521235521235
840,similarTo,416,0.5926640926640927
840,similarTo,855,0.8861003861003861
840,similarTo,318,0.5453667953667953
840,similarTo,315,0.747104247104247
840,similarTo,562,0.747104247104247
840,similarTo,922,0.5222007722007722
840,similarTo,505,0.5945945945945946
840,similarTo,609,0.5096525096525096
840,similarTo,597,0.7567567567567568
840,similarTo,954,0.4980694980694981
840,similarTo,682,0.7741312741312741
840,similarTo,190,0.6032818532818532
840,similarTo,932,0.8127413127413128
840,similarTo,402,0.6920849420849421
840,similarTo,872,0.8166023166023166
840,similarTo,238,0.946911196911197
840,similarTo,185,0.7104247104247104
840,similarTo,150,0.747104247104247
840,similarTo,595,0.7306949806949807
840,similarTo,298,0.6583011583011583
840,similarTo,48,0.86003861003861
840,similarTo,431,0.5762548262548263
840,similarTo,196,0.9623552123552124
840,similarTo,245,0.8262548262548263
840,similarTo,940,0.8851351351351351
840,similarTo,615,0.6766409266409267
840,similarTo,130,0.7442084942084942
840,similarTo,873,0.9913127413127413
840,similarTo,446,0.5453667953667953
840,similarTo,445,0.5945945945945946
840,similarTo,707,0.611003861003861
840,similarTo,544,0.7818532818532818
840,similarTo,897,0.888996138996139
840,similarTo,33,0.6235521235521235
840,similarTo,808,0.5743243243243243
840,similarTo,228,0.9092664092664092
840,similarTo,285,0.5125482625482626
840,similarTo,165,0.833011583011583
840,similarTo,367,0.6920849420849421
840,similarTo,817,0.8725868725868726
840,similarTo,12,0.8194980694980695
840,similarTo,151,0.8494208494208494
840,similarTo,826,0.9903474903474904
840,similarTo,467,0.833011583011583
840,similarTo,3,0.5405405405405406
840,similarTo,754,0.7123552123552124
840,similarTo,15,0.7741312741312741
840,similarTo,744,0.86003861003861
840,similarTo,759,0.611003861003861
840,similarTo,209,0.5762548262548263
840,similarTo,906,0.6766409266409267
840,similarTo,204,0.6235521235521235
840,similarTo,327,0.7123552123552124
840,similarTo,920,0.9691119691119691
840,similarTo,779,0.7567567567567568
840,similarTo,831,0.5646718146718147
840,similarTo,758,0.5405405405405406
840,similarTo,631,0.6206563706563707
840,similarTo,419,0.9034749034749034
840,similarTo,620,0.6583011583011583
840,similarTo,161,0.8494208494208494
840,similarTo,880,0.9903474903474904
840,similarTo,530,0.6032818532818532
840,similarTo,736,0.918918918918919
840,similarTo,287,0.7886100386100386
840,similarTo,338,0.8194980694980695
840,similarTo,34,0.5222007722007722
840,similarTo,862,0.6206563706563707
840,similarTo,666,0.5723938223938224
840,similarTo,630,0.918918918918919
840,similarTo,525,0.6766409266409267
840,similarTo,437,0.6766409266409267
840,similarTo,223,0.5453667953667953
840,similarTo,827,0.9768339768339769
840,similarTo,603,0.4980694980694981
840,similarTo,587,0.9372586872586872
840,similarTo,250,0.9092664092664092
840,similarTo,888,0.9884169884169884
840,similarTo,748,0.5926640926640927
840,similarTo,752,0.7567567567567568
840,similarTo,469,0.6920849420849421
840,similarTo,405,0.8108108108108109
840,similarTo,845,0.9922779922779923
840,similarTo,242,0.8484555984555985
840,similarTo,526,0.6920849420849421
840,similarTo,472,0.7886100386100386
840,similarTo,673,0.86003861003861
840,similarTo,691,0.7567567567567568
840,similarTo,819,0.9662162162162162
840,similarTo,677,0.7857142857142857
840,similarTo,576,0.9874517374517374
840,similarTo,863,0.9758687258687259
840,similarTo,284,0.640926640926641
840,similarTo,874,0.9324324324324325
840,similarTo,583,0.888996138996139
840,similarTo,339,0.640926640926641
840,similarTo,810,0.8484555984555985
840,similarTo,689,0.6071428571428571
840,similarTo,686,0.640926640926641
840,similarTo,127,0.944015444015444
840,similarTo,296,0.5222007722007722
840,similarTo,246,0.61003861003861
840,similarTo,942,0.9555984555984556
840,similarTo,730,0.5125482625482626
840,similarTo,410,0.918918918918919
840,similarTo,653,0.5627413127413128
840,similarTo,152,0.6920849420849421
840,similarTo,823,0.9913127413127413
840,similarTo,499,0.7538610038610039
840,similarTo,508,0.6583011583011583
840,similarTo,22,0.7741312741312741
840,similarTo,654,0.5125482625482626
840,similarTo,894,0.888996138996139
840,similarTo,929,0.5723938223938224
840,similarTo,936,0.9305019305019305
840,similarTo,568,0.7857142857142857
840,similarTo,786,0.833011583011583
840,similarTo,490,0.6351351351351351
840,similarTo,468,0.5125482625482626
840,similarTo,219,0.5637065637065637
840,similarTo,202,0.7306949806949807
840,similarTo,554,0.7442084942084942
840,similarTo,121,0.9092664092664092
840,similarTo,120,0.6351351351351351
840,similarTo,540,0.833011583011583
840,similarTo,5,0.9343629343629344
840,similarTo,456,0.747104247104247
840,similarTo,578,0.9594594594594594
840,similarTo,198,0.8281853281853282
840,similarTo,732,0.9739382239382239
840,similarTo,805,0.9922779922779923
840,similarTo,856,0.9922779922779923
840,similarTo,319,0.7306949806949807
840,similarTo,345,0.7567567567567568
840,similarTo,201,0.4980694980694981
840,similarTo,956,0.944980694980695
840,similarTo,11,0.7123552123552124
840,similarTo,943,0.6235521235521235
840,similarTo,158,0.6766409266409267
840,similarTo,453,0.5762548262548263
840,similarTo,61,0.4980694980694981
840,similarTo,214,0.5762548262548263
840,similarTo,784,0.6766409266409267
840,similarTo,115,0.7538610038610039
840,similarTo,811,0.9893822393822393
840,similarTo,931,0.9092664092664092
840,similarTo,43,0.5453667953667953
840,similarTo,598,0.7741312741312741
840,similarTo,911,0.8494208494208494
840,similarTo,876,0.5579150579150579
840,similarTo,714,0.5125482625482626
840,similarTo,426,0.7857142857142857
840,similarTo,366,0.5608108108108109
840,similarTo,393,0.640926640926641
840,similarTo,901,0.9092664092664092
840,similarTo,470,0.8745173745173745
840,similarTo,55,0.7306949806949807
840,similarTo,657,0.6235521235521235
840,similarTo,438,0.7886100386100386
840,similarTo,692,0.8127413127413128
840,similarTo,176,0.7123552123552124
840,similarTo,533,0.833011583011583
840,similarTo,722,0.6583011583011583
840,similarTo,619,0.8861003861003861
840,similarTo,797,0.6023166023166023
840,similarTo,91,0.747104247104247
840,similarTo,694,0.5405405405405406
840,similarTo,374,0.7567567567567568
840,similarTo,796,0.7538610038610039
840,similarTo,735,0.5453667953667953
840,similarTo,210,0.7567567567567568
840,similarTo,316,0.8194980694980695
840,similarTo,837,0.9015444015444015
840,similarTo,683,0.6187258687258688
840,similarTo,180,0.7567567567567568
840,similarTo,701,0.9063706563706564
840,similarTo,281,0.611003861003861
